,loan_amnt,int_rate,annual_inc,loan_status,open_acc,open_il_12m,Charged_Off
1257386,30000,15.61,110000.0,Current,13.0,,0
2180903,30000,17.09,77800.0,Late (31-120 days),22.0,0.0,0
1997594,22500,15.61,56850.0,Current,16.0,,0
1307476,5000,14.31,37000.0,Fully Paid,7.0,,0
1506420,5000,7.97,83200.0,Fully Paid,13.0,0.0,0
721295,35000,10.75,255000.0,Fully Paid,8.0,1.0,0
732376,10000,9.75,74500.0,Fully Paid,11.0,0.0,0
417127,3000,21.45,32000.0,Current,11.0,1.0,0
2035881,11250,18.92,52500.0,Charged Off,16.0,,0
263080,40000,11.05,120000.0,Fully Paid,10.0,1.0,0
196958,17000,13.56,150000.0,Current,11.0,0.0,0
877775,9000,10.49,54000.0,Fully Paid,9.0,0.0,0
599853,4500,10.99,80000.0,Charged Off,13.0,0.0,0
1897956,26375,20.99,60000.0,Current,19.0,,0
898939,16000,15.99,53000.0,Current,14.0,0.0,0
2234244,10000,9.93,42000.0,Current,12.0,1.0,0
402843,14000,5.31,102000.0,Current,10.0,0.0,0
912923,18400,21.49,120000.0,Fully Paid,12.0,1.0,0
58737,40000,15.02,40000.0,Current,18.0,1.0,0
1358456,8400,11.44,75000.0,Current,7.0,0.0,0
1321524,5600,11.44,25000.0,Fully Paid,6.0,,0
742973,21000,10.75,76000.0,Current,14.0,0.0,0
624701,16000,15.31,55000.0,Current,12.0,2.0,0
1671614,28800,10.49,135000.0,Current,11.0,0.0,0
453510,15000,6.72,88000.0,Current,7.0,0.0,0
1750613,15000,7.62,200000.0,Fully Paid,14.0,,0
563502,6000,11.49,110000.0,Fully Paid,11.0,2.0,0
1437579,4000,12.74,14400.0,Current,4.0,0.0,0
1277254,6000,9.99,31497.0,Fully Paid,9.0,,0
1449818,10000,17.09,40000.0,Current,11.0,0.0,0
1303884,12000,7.89,40478.0,Fully Paid,7.0,,0
1533580,30000,14.08,165000.0,Current,7.0,0.0,0
834709,5000,11.49,36000.0,Fully Paid,21.0,2.0,0
1123290,14000,19.99,58000.0,Charged Off,10.0,,0
1200116,10000,16.99,44000.0,Fully Paid,7.0,,0
33418,12000,10.33,125120.0,Current,12.0,1.0,0
1188636,8550,18.25,47000.0,Charged Off,12.0,,0
665840,10100,11.47,60000.0,Current,6.0,0.0,0
2199025,35000,12.62,135000.0,Current,7.0,2.0,0
1929512,25000,11.67,174000.0,Fully Paid,12.0,,0
1035120,11000,16.55,78000.0,Fully Paid,10.0,,0
244050,10000,19.92,65000.0,Current,17.0,2.0,0
551539,7000,11.49,33000.0,Current,8.0,0.0,0
1094782,11000,15.61,22000.0,Fully Paid,4.0,,0
1030334,8000,7.26,65000.0,Fully Paid,12.0,,0
782690,23100,17.27,72000.0,Fully Paid,7.0,0.0,0
743780,20000,8.39,80000.0,Current,9.0,0.0,0
1245439,13925,10.99,35000.0,Fully Paid,10.0,,0
997213,13000,11.49,48000.0,Current,7.0,,0
247778,9600,8.46,66000.0,Current,6.0,0.0,0
1616905,6000,11.99,64500.0,Charged Off,13.0,1.0,0
235037,4000,16.14,49800.0,Current,7.0,0.0,0
1147035,25000,13.99,90000.0,Current,15.0,,0
878614,12000,18.99,36000.0,Charged Off,4.0,0.0,0
1451715,3000,16.02,35280.0,Current,10.0,1.0,0
1267990,7700,18.84,25000.0,Fully Paid,2.0,,0
1330996,15000,8.67,82000.0,Fully Paid,5.0,,0
1173134,10000,10.99,45000.0,Charged Off,11.0,,0
208981,16000,7.84,168000.0,Current,11.0,0.0,0
1338427,22575,19.24,49319.0,Charged Off,13.0,,0
1099245,7125,16.99,34000.0,Fully Paid,19.0,,0
1665456,20000,8.24,68000.0,Current,11.0,0.0,0
2237254,14000,10.42,54000.0,Current,18.0,0.0,0
1665847,5000,10.49,27000.0,Fully Paid,6.0,0.0,0
495827,24000,11.49,78000.0,Current,10.0,1.0,0
498194,27200,9.49,190000.0,Current,16.0,0.0,0
973014,18000,10.99,96000.0,Fully Paid,12.0,,0
216717,13000,6.11,65000.0,Current,14.0,1.0,0
467762,24000,11.99,90000.0,Current,7.0,0.0,0
1747362,6000,6.03,39160.0,Fully Paid,21.0,,0
1808496,10000,12.12,64000.0,Charged Off,17.0,,0
1526042,10000,14.08,36000.0,Charged Off,10.0,0.0,0
354233,11000,21.85,55000.0,Current,23.0,2.0,0
120266,20000,6.67,62000.0,Current,9.0,1.0,0
1682981,5000,7.9,110000.0,Fully Paid,11.0,,0
259589,10550,14.52,107000.0,Current,15.0,0.0,0
196126,12000,19.92,60000.0,Current,8.0,0.0,0
928593,2725,13.99,52000.0,Fully Paid,7.0,2.0,0
816612,9800,8.49,50400.0,Charged Off,12.0,1.0,0
1010083,15000,13.99,80000.0,Current,11.0,,0
681095,10000,24.99,45000.0,Current,7.0,1.0,0
614842,20000,10.75,102000.0,Charged Off,21.0,2.0,0
2222158,25000,7.97,173000.0,Fully Paid,19.0,3.0,0
1672986,18000,5.32,90000.0,Current,12.0,0.0,0
953970,3600,11.22,90000.0,Charged Off,16.0,,0
1075976,9525,8.18,57870.16,Fully Paid,9.0,,0
1458324,30000,14.08,77000.0,Fully Paid,13.0,3.0,0
1877336,10000,7.49,53940.0,Fully Paid,8.0,,0
1003283,30000,18.2,150000.0,Fully Paid,24.0,,0
542624,4200,21.49,36000.0,Fully Paid,24.0,4.0,0
203908,36350,11.06,100000.0,Current,7.0,2.0,0
95994,9950,22.35,29000.0,Current,6.0,1.0,0
905497,12000,16.99,45000.0,Current,14.0,0.0,0
1255152,25000,8.18,56000.0,Fully Paid,14.0,,0
610015,35000,23.32,110000.0,Charged Off,16.0,1.0,0
264181,35000,13.06,134000.0,Current,13.0,1.0,0
59534,40000,8.19,115000.0,Current,10.0,1.0,0
164542,5600,11.06,60000.0,Current,5.0,0.0,0
1042768,15000,9.17,65000.0,Charged Off,17.0,,0
372394,8000,9.43,65000.0,Current,11.0,0.0,0
264252,10000,20.39,54000.0,Current,7.0,0.0,0
119829,20000,7.84,27000.0,Current,17.0,0.0,0
897165,14000,11.49,48000.0,Fully Paid,4.0,0.0,0
1934840,13600,6.03,101914.0,Fully Paid,12.0,,0
141095,10000,8.46,56000.0,Current,8.0,1.0,0
1402295,21600,22.74,73000.0,Charged Off,18.0,0.0,0
1485576,7450,7.07,35000.0,Current,5.0,0.0,0
906154,35000,26.24,90000.0,Current,16.0,0.0,0
1529571,11000,9.44,80000.0,Current,11.0,2.0,0
160205,30000,7.84,135000.0,Current,24.0,3.0,0
1452120,20725,21.45,49400.0,Charged Off,19.0,0.0,0
1851217,25375,13.11,55000.0,Fully Paid,18.0,,0
2210184,3000,10.42,60000.0,Current,10.0,1.0,0
551377,33000,13.49,72800.0,Charged Off,21.0,1.0,0
248107,40000,11.55,12000.0,Current,13.0,0.0,0
696379,35000,7.39,108000.0,Current,12.0,0.0,0
490358,20000,9.93,125000.0,Current,10.0,1.0,0
770673,3000,11.99,84000.0,Fully Paid,6.0,2.0,0
1433204,12675,15.99,175000.0,Fully Paid,26.0,1.0,0
1726696,10000,14.33,87000.0,Fully Paid,20.0,,0
1953033,16500,18.24,65000.0,Fully Paid,12.0,,0
1315677,20000,7.49,66000.0,Fully Paid,9.0,,0
1270484,11625,16.55,35000.0,Current,8.0,,0
977190,4500,17.57,20856.0,Fully Paid,5.0,,0
400918,22000,16.01,45000.0,Current,8.0,0.0,0
1702622,4500,14.3,24000.0,Fully Paid,19.0,,0
1442052,21000,8.24,80000.0,Fully Paid,22.0,0.0,0
1735559,7750,12.35,75000.0,Fully Paid,7.0,,0
1649590,4000,14.99,62000.0,Current,11.0,0.0,0
378598,2500,12.61,120000.0,Current,25.0,1.0,0
1314932,5300,9.49,140000.0,Fully Paid,31.0,,0
1294080,35000,12.69,120000.0,Fully Paid,18.0,,0
1964533,11075,14.99,38000.0,Fully Paid,10.0,,0
382684,25000,13.58,51000.0,Current,8.0,1.0,0
1244159,4200,11.53,60000.0,Fully Paid,15.0,,0
756210,9000,11.47,67000.0,Charged Off,10.0,1.0,0
1170052,16000,8.18,55000.0,Fully Paid,8.0,,0
1048535,3700,18.55,150000.0,Charged Off,10.0,,0
1762272,16000,16.29,110000.0,Fully Paid,10.0,,0
1829626,12000,10.16,54000.0,Fully Paid,8.0,,0
867522,10000,13.99,67000.0,Current,9.0,2.0,0
1206878,16000,18.25,75000.0,Fully Paid,8.0,,0
275732,21000,16.46,90000.0,Current,7.0,3.0,0
2056481,35000,14.16,211000.0,Fully Paid,19.0,,0
169024,12000,8.46,60000.0,Current,7.0,0.0,0
1385195,28000,16.99,92000.0,Fully Paid,20.0,1.0,0
471284,10000,16.02,70000.0,Current,14.0,1.0,0
2141687,12000,14.38,81600.0,Does not meet the credit policy. Status:Charged Off,15.0,,1
449852,6000,5.32,79000.0,Current,9.0,0.0,0
1544413,5000,10.91,95000.0,Fully Paid,9.0,2.0,0
2243849,18000,9.44,46675.0,Current,21.0,1.0,0
473165,10000,12.62,35000.0,Current,7.0,0.0,0
1425939,12000,14.99,76700.0,Current,10.0,1.0,0
883170,9600,11.39,60000.0,Current,13.0,0.0,0
1684352,10000,9.67,104000.0,Fully Paid,11.0,,0
1390387,12000,11.49,65000.0,Current,15.0,0.0,0
1630457,24000,28.69,60000.0,Charged Off,12.0,0.0,0
250799,20000,7.84,60000.0,Current,11.0,0.0,0
1496567,15000,10.42,78000.0,Charged Off,8.0,1.0,0
1910601,24950,13.35,50000.0,Current,11.0,,0
1721836,18000,17.1,85000.0,Fully Paid,10.0,,0
2225125,40000,11.99,93500.0,Fully Paid,29.0,1.0,0
674771,14400,11.47,110000.0,Current,18.0,1.0,0
870639,18625,8.24,60000.0,Fully Paid,19.0,1.0,0
1572986,6000,5.32,60000.0,Current,12.0,1.0,0
1030579,24000,11.53,320000.0,Fully Paid,7.0,,0
1540334,15000,14.08,63500.0,Current,10.0,0.0,0
996595,25000,12.05,185000.0,Fully Paid,9.0,,0
2146846,19950,15.05,73425.0,Current,16.0,1.0,0
1917165,25000,14.49,150000.0,Fully Paid,13.0,,0
530207,12000,15.59,80000.0,Current,12.0,1.0,0
535910,14000,14.49,57000.0,Charged Off,18.0,0.0,0
563153,12975,11.49,80000.0,Fully Paid,20.0,0.0,0
545189,8000,9.49,50000.0,Current,12.0,0.0,0
1210710,21750,13.33,54080.0,Fully Paid,15.0,,0
230866,6000,10.08,25000.0,Current,6.0,1.0,0
1935482,28175,9.17,82000.0,Fully Paid,20.0,,0
76673,20000,11.55,103200.0,Current,18.0,0.0,0
353221,8000,6.07,43000.0,Current,36.0,0.0,0
430252,7000,6.08,118000.0,Fully Paid,6.0,3.0,0
1097726,6000,16.55,30000.0,Fully Paid,25.0,,0
10607,40000,7.56,70000.0,Current,9.0,2.0,0
1129945,31500,17.57,75000.0,Fully Paid,16.0,,0
2189225,9000,12.62,62500.0,Current,16.0,0.0,0
812700,35000,16.59,83000.0,Current,17.0,0.0,0
1033796,25000,17.57,75000.0,Current,4.0,,0
257486,33000,11.05,80000.0,Current,10.0,1.0,0
1410217,3000,14.99,70000.0,Current,15.0,0.0,0
1362241,14000,16.99,76000.0,Current,13.0,1.0,0
2000789,15000,12.99,75000.0,Fully Paid,16.0,,0
1942716,23725,17.57,54000.0,Current,8.0,,0
1787205,16800,13.11,92763.84,Fully Paid,8.0,,0
1929130,26375,25.89,60000.0,Charged Off,8.0,,0
900826,21000,13.49,61000.0,Current,7.0,0.0,0
19179,2400,8.19,33000.0,Current,16.0,0.0,0
581365,20000,8.99,70000.0,Current,18.0,0.0,0
1192381,22425,15.61,51000.0,Fully Paid,10.0,,0
263880,14400,13.06,31000.0,Current,13.0,0.0,0
1311836,2200,9.49,75000.0,Fully Paid,8.0,,0
106742,2000,6.11,40000.0,Current,4.0,0.0,0
522198,25000,8.99,125000.0,Current,16.0,0.0,0
1490651,24000,18.06,80000.0,Current,12.0,1.0,0
1043555,32000,13.33,136500.0,Fully Paid,16.0,,0
126966,20500,11.55,80000.0,Current,8.0,0.0,0
879635,5000,11.44,65000.0,Fully Paid,14.0,0.0,0
1810476,34900,16.29,110000.0,Fully Paid,10.0,,0
1827906,6000,10.16,35000.0,Charged Off,13.0,,0
99287,12000,18.94,75000.0,Current,7.0,1.0,0
1820394,8000,14.33,92203.0,Fully Paid,7.0,,0
466525,11000,7.35,130000.0,Current,18.0,1.0,0
1138661,26875,13.99,70000.0,Charged Off,9.0,,0
621935,34200,18.99,70000.0,Charged Off,20.0,1.0,0
636420,11500,11.47,36000.0,Fully Paid,8.0,0.0,0
1998023,13800,14.49,75000.0,Fully Paid,20.0,,0
2208744,9500,7.35,55000.0,Current,5.0,0.0,0
1959087,18000,9.17,100000.0,Fully Paid,11.0,,0
379885,20000,30.17,43000.0,Current,3.0,0.0,0
1655083,35000,7.99,225000.0,Current,11.0,0.0,0
764550,23000,11.47,70000.0,Fully Paid,21.0,1.0,0
1313215,35000,8.19,73900.0,Charged Off,16.0,,0
2023405,12000,12.49,45000.0,Fully Paid,10.0,,0
2233521,20075,7.07,75000.0,Current,10.0,2.0,0
642112,9600,11.47,56000.0,Fully Paid,12.0,2.0,0
1339193,30000,12.99,97000.0,Fully Paid,18.0,,0
873001,3000,11.39,15000.0,Fully Paid,6.0,0.0,0
512367,20000,12.79,65000.0,Current,19.0,1.0,0
522896,10500,6.99,69000.0,Fully Paid,8.0,1.0,0
133003,17125,19.92,62324.0,Current,13.0,1.0,0
1211526,25000,8.18,184525.0,Fully Paid,28.0,,0
1101908,14000,15.61,57000.0,Current,17.0,,0
46071,11000,23.4,75000.0,Fully Paid,9.0,3.0,0
228580,30000,13.56,164000.0,Current,9.0,0.0,0
6831,5000,12.98,70000.0,Current,13.0,2.0,0
1555430,8000,12.62,36400.0,Fully Paid,21.0,0.0,0
1968094,27200,24.5,65000.0,Charged Off,21.0,,0
1099766,25000,9.17,400000.0,Fully Paid,7.0,,0
165227,20000,10.08,27000.0,Current,10.0,0.0,0
2072487,5375,15.31,36000.0,Fully Paid,12.0,,0
1767904,6075,23.28,40000.0,Fully Paid,8.0,,0
511764,13000,8.99,65500.0,Fully Paid,12.0,0.0,0
1549435,20000,12.62,78000.0,Current,17.0,0.0,0
1618102,10000,9.93,75000.0,Current,8.0,0.0,0
2212170,8000,7.97,50300.0,Fully Paid,11.0,0.0,0
150597,25000,30.75,80000.0,Current,35.0,2.0,0
106439,15000,6.11,93000.0,Current,10.0,0.0,0
826126,12000,14.99,68000.0,Fully Paid,8.0,3.0,0
796269,30000,11.99,300000.0,Fully Paid,13.0,1.0,0
1504938,12000,14.08,55000.0,Current,7.0,0.0,0
1395905,7000,10.49,60000.0,Fully Paid,4.0,0.0,0
1450213,21000,10.42,100000.0,Current,9.0,0.0,0
964515,10000,9.17,31000.0,Fully Paid,10.0,,0
1827212,5000,14.09,67000.0,Fully Paid,7.0,,0
652155,15000,11.47,55000.0,Charged Off,18.0,1.0,0
676391,12000,7.89,42855.0,Current,7.0,0.0,0
866470,10000,13.49,45000.0,Fully Paid,8.0,1.0,0
970565,8000,8.38,75000.0,Fully Paid,13.0,,0
1890676,20000,14.31,105000.0,Fully Paid,9.0,,0
216544,8000,15.02,80000.0,Current,6.0,1.0,0
636380,2000,13.67,47000.0,Current,13.0,0.0,0
1908031,10000,8.39,50000.0,Fully Paid,3.0,,0
1825215,8875,16.29,26101.0,Charged Off,7.0,,0
1247926,16000,6.68,100000.0,Fully Paid,10.0,,0
1969351,10000,7.69,33300.0,Fully Paid,8.0,,0
1424569,15000,6.0,80000.0,Fully Paid,30.0,0.0,0
746458,6500,11.99,82000.0,Current,13.0,1.0,0
577228,21125,7.99,96000.0,Fully Paid,19.0,0.0,0
1675755,13000,8.9,63000.0,Fully Paid,14.0,,0
431775,12000,7.34,75000.0,Current,19.0,1.0,0
86150,13000,6.11,50000.0,Current,9.0,0.0,0
701566,12000,11.99,116000.0,Fully Paid,13.0,4.0,0
343782,8500,7.34,142000.0,Charged Off,6.0,0.0,0
2094040,20000,7.9,65000.0,Fully Paid,13.0,,0
2061551,12000,12.99,49500.0,Fully Paid,7.0,,0
2029676,18000,12.99,72000.0,Fully Paid,9.0,,0
351726,16000,15.04,60000.0,Current,8.0,2.0,0
1353487,35000,6.99,1154255.0,Current,24.0,2.0,0
1434469,5000,18.99,30408.0,Fully Paid,6.0,1.0,0
2070427,16000,18.25,70000.0,Fully Paid,9.0,,0
2223919,15000,7.35,90000.0,Fully Paid,19.0,1.0,0
2088360,17950,12.85,65000.0,Fully Paid,12.0,,0
912031,15000,7.24,95000.0,Fully Paid,14.0,0.0,0
1735934,10000,9.71,55000.0,Fully Paid,13.0,,0
417317,10000,7.96,50000.0,Current,11.0,0.0,0
159464,10000,6.11,60000.0,Current,12.0,0.0,0
1155422,3100,9.17,80000.0,Fully Paid,13.0,,0
1771427,15000,14.09,110000.0,Fully Paid,23.0,,0
436740,24000,14.08,258124.0,Current,10.0,1.0,0
92500,15000,10.47,55000.0,Current,4.0,0.0,0
460197,16000,14.08,72000.0,Current,16.0,2.0,0
2106068,3600,12.69,31000.0,Fully Paid,5.0,,0
886556,16000,12.74,47000.0,Current,7.0,0.0,0
354301,2000,10.41,75000.0,Current,6.0,0.0,0
1272112,17000,10.99,50000.0,Charged Off,7.0,,0
1397750,2400,13.99,45400.0,Current,8.0,1.0,0
1511818,24000,5.32,112000.0,Fully Paid,14.0,2.0,0
1023905,8500,9.99,41000.0,Fully Paid,9.0,,0
1899312,12000,10.15,50000.0,Fully Paid,6.0,,0
1526510,16000,7.21,75000.0,Fully Paid,12.0,0.0,0
1455439,14000,13.59,65000.0,Current,5.0,1.0,0
1400379,19500,26.24,47424.0,Charged Off,6.0,1.0,0
684398,6400,12.99,35000.0,Charged Off,16.0,1.0,0
2077842,15000,6.62,56000.0,Fully Paid,12.0,,0
2157480,3600,6.72,137000.0,Fully Paid,15.0,1.0,0
136485,19475,18.94,63800.0,Current,18.0,4.0,0
1214353,11500,16.55,60000.0,Fully Paid,25.0,,0
395682,15000,16.01,75000.0,Current,14.0,0.0,0
1949545,13000,6.03,65000.0,Fully Paid,11.0,,0
307894,20000,15.49,65000.0,Current,7.0,2.0,0
1323873,20000,11.44,99500.0,Fully Paid,24.0,,0
1911045,12000,24.08,65000.0,Fully Paid,12.0,,0
107936,5000,7.84,50000.0,Current,5.0,0.0,0
497764,10550,11.49,34000.0,Late (31-120 days),25.0,0.0,0
165090,5000,8.46,130000.0,Fully Paid,14.0,0.0,0
794599,14400,5.32,70254.02,Charged Off,7.0,0.0,0
1783967,12000,14.33,65000.0,Fully Paid,15.0,,0
258089,35000,5.31,120000.0,Fully Paid,10.0,0.0,0
1984989,10575,16.99,51800.0,Charged Off,9.0,,0
1473503,5600,15.05,55000.0,Current,12.0,0.0,0
1402790,24000,8.24,160000.0,Current,20.0,1.0,0
972045,14000,9.17,79321.0,Charged Off,14.0,,0
458166,1200,7.97,46000.0,Fully Paid,27.0,2.0,0
949208,9925,17.57,31000.0,Fully Paid,3.0,0.0,0
1289307,19275,13.33,42000.0,Fully Paid,20.0,,0
680123,3600,9.75,95000.0,Fully Paid,16.0,1.0,0
1687798,11000,9.67,55000.0,Fully Paid,13.0,,0
356556,18000,18.45,97393.0,Current,11.0,1.0,0
1031135,25000,6.89,72000.0,Fully Paid,17.0,,0
125834,12000,27.27,35000.0,Current,8.0,1.0,0
407755,28100,9.92,161000.0,Current,6.0,1.0,0
1216244,35000,9.99,80000.0,Charged Off,10.0,,0
1935744,13150,17.57,80000.0,Fully Paid,8.0,,0
1316000,15825,17.86,70000.0,Current,4.0,,0
1122762,5600,11.53,54000.0,Fully Paid,13.0,,0
1377190,1800,7.24,39000.0,Fully Paid,20.0,0.0,0
2071118,15000,7.9,87000.0,Fully Paid,14.0,,0
845951,6425,19.99,42000.0,Charged Off,9.0,1.0,0
1117239,9175,17.57,55000.0,Fully Paid,16.0,,0
277088,5000,20.39,9000.0,Current,4.0,0.0,0
1377402,8000,13.49,47069.0,Fully Paid,7.0,1.0,0
1679918,12000,10.99,50000.0,Fully Paid,12.0,,0
1935368,34975,12.49,175000.0,Fully Paid,12.0,,0
1846619,10000,14.65,59582.25,Fully Paid,10.0,,0
399833,20000,10.9,80000.0,Current,10.0,0.0,0
1649733,20000,13.99,65000.0,Current,8.0,1.0,0
2215707,8000,7.35,80000.0,Current,4.0,0.0,0
977214,20000,15.41,70000.0,Fully Paid,17.0,,0
1510005,40000,9.44,250000.0,Current,9.0,1.0,0
1749779,6000,11.55,52666.0,Fully Paid,6.0,,0
1962539,11200,7.69,66000.0,Fully Paid,6.0,,0
510889,15000,19.99,105000.0,Current,8.0,4.0,0
1390896,15000,15.99,51613.0,Current,15.0,0.0,0
236603,20000,11.55,105000.0,Current,13.0,1.0,0
868416,20000,10.49,62000.0,Fully Paid,17.0,0.0,0
2065226,10000,11.99,40000.0,Fully Paid,9.0,,0
2178480,10600,7.35,61920.0,Current,7.0,0.0,0
31653,10000,11.31,39000.0,Current,14.0,0.0,0
702821,18000,5.32,145000.0,Fully Paid,14.0,2.0,0
2108063,8000,5.42,65000.0,Fully Paid,12.0,,0
1736389,20000,12.35,65000.0,Fully Paid,9.0,,0
2023118,5975,12.99,40000.0,Fully Paid,11.0,,0
1475783,15000,10.42,49000.0,Current,18.0,0.0,0
1224389,25000,13.99,80000.0,Charged Off,12.0,,0
49956,15500,17.97,75000.0,Current,9.0,1.0,0
501772,5000,12.79,74000.0,Charged Off,12.0,1.0,0
115383,20000,12.73,65000.0,Current,21.0,2.0,0
27105,10000,6.46,50000.0,Current,13.0,0.0,0
2222730,17525,26.3,60000.0,Fully Paid,20.0,1.0,0
548335,9600,15.59,47000.0,Charged Off,6.0,0.0,0
293983,2400,17.47,85000.0,Fully Paid,4.0,5.0,0
619064,20800,6.97,101645.0,Current,9.0,1.0,0
1064777,20000,7.26,110000.0,Fully Paid,7.0,,0
185014,25000,13.56,70000.0,Current,8.0,1.0,0
1619263,4500,10.42,25000.0,Current,4.0,0.0,0
640869,4400,11.47,75000.0,In Grace Period,9.0,1.0,0
1008514,5000,10.99,78000.0,Fully Paid,10.0,,0
1691145,12000,19.2,39000.0,Charged Off,5.0,,0
1499124,3200,7.07,66300.0,Current,10.0,1.0,0
1211613,13000,6.89,28000.0,Charged Off,19.0,,0
1786782,35000,11.14,185000.0,Fully Paid,11.0,,0
958177,28000,6.89,300000.0,Fully Paid,9.0,,0
237667,24875,10.08,64000.0,Current,17.0,1.0,0
987086,21000,13.67,52889.0,Charged Off,5.0,,0
295494,8000,7.46,95000.0,Current,12.0,1.0,0
2195029,10000,12.62,35500.0,Current,11.0,1.0,0
295719,12000,6.83,30000.0,Fully Paid,5.0,0.0,0
188641,16500,10.47,112000.0,Current,4.0,1.0,0
996909,15000,7.89,100000.0,Fully Paid,13.0,,0
1268798,15000,18.25,125000.0,Fully Paid,56.0,,0
481935,4000,9.93,27000.0,Current,7.0,0.0,0
1865372,10000,7.49,72000.0,Charged Off,19.0,,0
288421,10000,12.13,140000.0,Current,23.0,1.0,0
237275,19500,18.94,67000.0,Current,15.0,0.0,0
1417015,40000,5.32,100000.0,Current,11.0,0.0,0
2202898,22000,26.3,57000.0,Charged Off,18.0,0.0,0
1099704,1400,16.99,45000.0,Fully Paid,7.0,,0
1486304,5000,9.93,32500.0,Fully Paid,7.0,0.0,0
2220609,7500,19.03,58000.0,Fully Paid,16.0,1.0,0
369162,4000,12.61,70000.0,Current,10.0,0.0,0
1577726,31575,7.07,182771.0,Current,29.0,0.0,0
1259665,3000,9.99,52000.0,Fully Paid,14.0,,0
1685032,30000,16.99,70000.0,Charged Off,10.0,,0
1205687,9100,14.65,34000.0,Charged Off,12.0,,0
601729,32000,16.99,165000.0,Fully Paid,25.0,7.0,0
1183141,14300,17.57,58000.0,Charged Off,12.0,,0
287766,35000,12.13,30000.0,Current,10.0,1.0,0
1285112,3150,13.33,56000.0,Fully Paid,12.0,,0
749277,11750,25.88,75000.0,Fully Paid,11.0,3.0,0
2158546,10000,13.59,55000.0,Charged Off,7.0,0.0,0
1199277,32150,13.99,67000.0,Fully Paid,26.0,,0
1764284,25500,21.0,83000.0,Fully Paid,21.0,,0
2014115,8000,10.15,35000.0,Fully Paid,7.0,,0
1661756,6500,19.99,63000.0,Fully Paid,17.0,2.0,0
63103,19200,16.14,72000.0,Current,8.0,1.0,0
675783,10000,5.32,70000.0,Current,6.0,0.0,0
209229,24000,15.02,54000.0,Current,7.0,0.0,0
1170407,12950,21.99,36000.0,Fully Paid,12.0,,0
718373,20000,22.45,80000.0,Charged Off,18.0,4.0,0
526830,25000,5.32,111000.0,Current,18.0,0.0,0
1948557,28000,20.2,110000.0,Charged Off,9.0,,0
1075276,16000,8.18,108000.0,Charged Off,9.0,,0
1375528,20000,13.99,93000.0,Current,13.0,0.0,0
228647,40000,11.55,110000.0,Current,10.0,0.0,0
1859503,8000,18.55,134000.0,Fully Paid,10.0,,0
1021449,16300,22.99,48000.0,Charged Off,14.0,,0
2069391,10000,12.99,25000.0,Charged Off,5.0,,0
1870590,27000,8.67,84500.0,Current,8.0,,0
2254485,11000,17.09,61200.0,Fully Paid,11.0,0.0,0
1375275,28800,13.99,88920.0,Fully Paid,15.0,1.0,0
1363967,28000,16.99,120000.0,Current,13.0,1.0,0
1057722,7200,10.99,71000.0,Fully Paid,18.0,,0
77361,3025,18.94,41200.0,Current,20.0,6.0,0
426381,21000,9.43,112000.0,Current,8.0,0.0,0
1721520,5000,12.99,44900.0,Charged Off,15.0,,0
1142574,15400,12.29,35000.0,Charged Off,8.0,,0
2078177,8000,7.62,75000.0,Fully Paid,18.0,,0
1548581,11000,9.44,70000.0,Fully Paid,20.0,2.0,0
512057,8000,12.79,40000.0,Fully Paid,7.0,0.0,0
500364,9900,6.99,58000.0,Fully Paid,6.0,0.0,0
1550432,15000,15.05,105000.0,Current,10.0,1.0,0
405736,40000,11.98,140000.0,Current,10.0,0.0,0
1635819,8000,8.24,70000.0,Current,7.0,1.0,0
581608,15400,17.99,39456.0,Current,6.0,0.0,0
1151171,13350,15.61,130000.0,Fully Paid,8.0,,0
1108742,35000,17.86,147000.0,Fully Paid,10.0,,0
709618,11875,16.29,33000.0,Fully Paid,9.0,1.0,0
210573,15500,6.11,93457.0,Current,7.0,1.0,0
241668,35000,6.67,72000.0,Current,8.0,0.0,0
245255,20400,7.21,87471.0,Current,10.0,1.0,0
1232699,8400,12.29,65000.0,Fully Paid,12.0,,0
1224809,23000,6.39,82000.0,Fully Paid,16.0,,0
510552,5000,5.32,250000.0,Fully Paid,9.0,0.0,0
54125,7000,17.97,35000.0,Current,5.0,0.0,0
2042217,8000,15.31,45000.0,Fully Paid,12.0,,0
1343281,1200,14.31,37440.0,Charged Off,11.0,,0
995352,3400,10.99,14760.0,Fully Paid,4.0,,0
1112671,12000,13.99,70000.0,Fully Paid,11.0,,0
1544291,15000,17.09,40000.0,Charged Off,12.0,0.0,0
768774,12000,14.46,66000.0,Current,8.0,1.0,0
1842523,22750,15.8,58760.0,Fully Paid,10.0,,0
378412,10000,9.43,40000.0,Fully Paid,8.0,0.0,0
618503,16000,11.99,60000.0,Current,13.0,0.0,0
205506,35000,14.47,255000.0,Late (16-30 days),9.0,1.0,0
1796259,7550,17.27,34000.0,Charged Off,12.0,,0
431846,18000,14.07,55000.0,Current,28.0,0.0,0
1429591,18000,10.49,65000.0,Late (31-120 days),10.0,1.0,0
1278043,25000,8.18,128000.0,Current,26.0,,0
799326,35000,18.49,150000.0,Charged Off,9.0,3.0,0
284912,15000,13.06,52000.0,Current,20.0,0.0,0
1317575,16300,17.86,62000.0,Fully Paid,7.0,,0
1893863,14500,19.24,40443.0,Fully Paid,13.0,,0
173091,10000,22.35,107000.0,Current,8.0,0.0,0
